Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides sample_1,Peptides sample_10,Peptides sample_11,Peptides sample_12,Peptides sample_13,Peptides sample_14,Peptides sample_2,Peptides sample_3,Peptides sample_4,Peptides sample_5,Peptides sample_6,Peptides sample_7,Peptides sample_8,Peptides sample_9,Razor + unique peptides sample_1,Razor + unique peptides sample_10,Razor + unique peptides sample_11,Razor + unique peptides sample_12,Razor + unique peptides sample_13,Razor + unique peptides sample_14,Razor + unique peptides sample_2,Razor + unique peptides sample_3,Razor + unique peptides sample_4,Razor + unique peptides sample_5,Razor + unique peptides sample_6,Razor + unique peptides sample_7,Razor + unique peptides sample_8,Razor + unique peptides sample_9,Unique peptides sample_1,Unique peptides sample_10,Unique peptides sample_11,Unique peptides sample_12,Unique peptides sample_13,Unique peptides sample_14,Unique peptides sample_2,Unique peptides sample_3,Unique peptides sample_4,Unique peptides sample_5,Unique peptides sample_6,Unique peptides sample_7,Unique peptides sample_8,Unique peptides sample_9,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Experiment sample_1,Experiment sample_10,Experiment sample_11,Experiment sample_12,Experiment sample_13,Experiment sample_14,Experiment sample_2,Experiment sample_3,Experiment sample_4,Experiment sample_5,Experiment sample_6,Experiment sample_7,Experiment sample_8,Experiment sample_9,PEP,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L sample_1,Ratio H/L normalized sample_1,Ratio H/L variability [%] sample_1,Ratio H/L count sample_1,Ratio H/L sample_10,Ratio H/L normalized sample_10,Ratio H/L variability [%] sample_10,Ratio H/L count sample_10,Ratio H/L sample_11,Ratio H/L normalized sample_11,Ratio H/L variability [%] sample_11,Ratio H/L count sample_11,Ratio H/L sample_12,Ratio H/L normalized sample_12,Ratio H/L variability [%] sample_12,Ratio H/L count sample_12,Ratio H/L sample_13,Ratio H/L normalized sample_13,Ratio H/L variability [%] sample_13,Ratio H/L count sample_13,Ratio H/L sample_14,Ratio H/L normalized sample_14,Ratio H/L variability [%] sample_14,Ratio H/L count sample_14,Ratio H/L sample_2,Ratio H/L normalized sample_2,Ratio H/L variability [%] sample_2,Ratio H/L count sample_2,Ratio H/L sample_3,Ratio H/L normalized sample_3,Ratio H/L variability [%] sample_3,Ratio H/L count sample_3,Ratio H/L sample_4,Ratio H/L normalized sample_4,Ratio H/L variability [%] sample_4,Ratio H/L count sample_4,Ratio H/L sample_5,Ratio H/L normalized sample_5,Ratio H/L variability [%] sample_5,Ratio H/L count sample_5,Ratio H/L sample_6,Ratio H/L normalized sample_6,Ratio H/L variability [%] sample_6,Ratio H/L count sample_6,Ratio H/L sample_7,Ratio H/L normalized sample_7,Ratio H/L variability [%] sample_7,Ratio H/L count sample_7,Ratio H/L sample_8,Ratio H/L normalized sample_8,Ratio H/L variability [%] sample_8,Ratio H/L count sample_8,Ratio H/L sample_9,Ratio H/L normalized sample_9,Ratio H/L variability [%] sample_9,Ratio H/L count sample_9,Sequence coverage sample_1 [%],Sequence coverage sample_10 [%],Sequence coverage sample_11 [%],Sequence coverage sample_12 [%],Sequence coverage sample_13 [%],Sequence coverage sample_14 [%],Sequence coverage sample_2 [%],Sequence coverage sample_3 [%],Sequence coverage sample_4 [%],Sequence coverage sample_5 [%],Sequence coverage sample_6 [%],Sequence coverage sample_7 [%],Sequence coverage sample_8 [%],Sequence coverage sample_9 [%],Intensity,Intensity L,Intensity H,Intensity sample_1,Intensity L sample_1,Intensity H sample_1,Intensity sample_10,Intensity L sample_10,Intensity H sample_10,Intensity sample_11,Intensity L sample_11,Intensity H sample_11,Intensity sample_12,Intensity L sample_12,Intensity H sample_12,Intensity sample_13,Intensity L sample_13,Intensity H sample_13,Intensity sample_14,Intensity L sample_14,Intensity H sample_14,Intensity sample_2,Intensity L sample_2,Intensity H sample_2,Intensity sample_3,Intensity L sample_3,Intensity H sample_3,Intensity sample_4,Intensity L sample_4,Intensity H sample_4,Intensity sample_5,Intensity L sample_5,Intensity H sample_5,Intensity sample_6,Intensity L sample_6,Intensity H sample_6,Intensity sample_7,Intensity L sample_7,Intensity H sample_7,Intensity sample_8,Intensity L sample_8,Intensity H sample_8,Intensity sample_9,Intensity L sample_9,Intensity H sample_9
Q12441;Q12217;Q04706;P47099;P0CX69;P0CX68;P0CX67;P0CX66;P0CX65;P0CX60;P0CX59;P0CX58;P0CX57;O74302;P0C2I4;Q12470,Q12441;Q12217;Q04706;P47099;P0CX69;P0CX68;P0CX67;P0CX66;P0CX65;P0CX60;P0CX59;P0CX58;P0CX57;O74302;P0C2I4;Q12470,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;9,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Transposon Ty1-DR3 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-BR Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-ML1 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-JR2 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-MR2 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-LR1 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-GR3 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-ER2 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-DR5 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-PR2 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-OR Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-PR1 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-A Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-DR4 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-H Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-NL2 Gag polyprotein;Capsid protein;Gag-p4,TY1A-DR3;TY1A-BR;TY1A-ML1;TY1A-JR2;TY1A-MR2;TY1A-LR1;TY1A-GR3;TY1A-ER2;TY1A-DR5;TY1A-PR2;TY1A-OR;TY1A-PR1;TY1A-A;TY1A-DR4;TY1A-H;TY1A-NL2,>sp|Q12441|YD12A_YEAST Transposon Ty1-DR3 Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1A-DR3 PE=1 SV=1;>sp|Q12217|YB12A_YEAST Transposon Ty1-BR Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY,16,11,1,1,9,8,8,9,6,8,8,7,8,7,7,9,9,8,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,35.7,2.3,2.3,49.186,440,440;440;440;440;440;440;440;440;440;440;440;440;440;440;478;440,1,15,2,1,1,2,1,2,,2,1,1,1,,,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,33,31.1,27.3,31.4,23.6,31.1,29.3,27.7,29.5,27.7,27,33.2,33.2,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74700,O74700,1,1,1,Mitochondrial import inner membrane translocase subunit TIM9,TIM9,>sp|O74700|TIM9_YEAST Mitochondrial import inner membrane translocase subunit TIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM9 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,25.3,25.3,25.3,10.202,87,87,1,17,2,2,2,1,1,2,1,1,,2,1,1,1,,1.76E-09,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,0,25.3,25.3,25.3,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O94742,O94742,2,2,2,26S proteasome complex subunit SEM1,SEM1,>sp|O94742|SEM1_YEAST 26S proteasome complex subunit SEM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEM1 PE=1 SV=1,1,2,2,2,0,1,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,0,0,0,2,0,0,0,1,2,1,0,57.3,57.3,57.3,10.386,89,89,1,10,,1,,,,,5,,,,1,2,1,,6.64E-100,0.69365,0.65488,15.431,6,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0.6903,0.6669,5.1148,3,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0.61577,0.76418,29.459,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0,25.8,0,0,0,0,57.3,0,0,0,25.8,57.3,31.5,0,122130000,73056000,49069000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50319000,28503000,21816000,0,0,0,0,0,0,0,0,0,0,0,0,59281000,38581000,20700000,12526000,5971800,6553900,0,0,0
P00044,P00044,5,5,5,Cytochrome c iso-1,CYC1,>sp|P00044|CYC1_YEAST Cytochrome c iso-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYC1 PE=1 SV=2,1,5,5,5,4,2,2,3,4,4,2,4,3,3,2,4,4,3,4,2,2,3,4,4,2,4,3,3,2,4,4,3,4,2,2,3,4,4,2,4,3,3,2,4,4,3,56.9,56.9,56.9,12.182,109,109,1,128,10,9,8,10,8,8,6,11,11,9,10,11,9,8,0,0.46182,0.45664,39.535,121,0.42041,0.39514,23.349,10,0.63624,0.48036,18.899,8,0.42044,0.50828,19.886,8,0.55208,0.50482,20.177,10,0.52873,0.46871,42.249,8,1.6246,1.4357,12.759,7,0.39877,0.36508,12.935,6,0.49792,0.47918,43.896,10,0.31281,0.28829,19.628,10,0.45741,0.39598,23.845,9,0.47209,0.43319,23.622,10,0.37354,0.47583,26.796,9,0.53132,0.47715,27.109,8,0.56108,0.50591,17.995,8,41.3,33.9,33.9,34.9,41.3,56,33.9,56,34.9,40.4,33.9,41.3,41.3,34.9,25483000000,16809000000,8673800000,2922000000,2093700000,828270000,2097000000,1257100000,839820000,2123700000,1509900000,613810000,1617000000,1064900000,552100000,641670000,423590000,218080000,2050900000,808450000,1242400000,671080000,474870000,196210000,3885300000,2611600000,1273600000,1137700000,860400000,277340000,3822800000,2696100000,1126700000,1592400000,1080400000,512020000,723970000,522590000,201380000,488610000,309730000,178880000,1708500000,1095400000,613130000
P00045,P00045,1,1,1,Cytochrome c iso-2,CYC7,>sp|P00045|CYC7_YEAST Cytochrome c iso-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYC7 PE=1 SV=1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,15,15,15,12.532,113,113,1,11,2,1,1,1,,2,,2,,2,,,,,1.27E-22,1.0894,1.101,76.79,11,1.2357,1.3,23.496,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.41583,0.40702,10.279,2,NaN,NaN,NaN,0,1.0082,1.0638,21.087,2,NaN,NaN,NaN,0,2.1198,2.1165,10.929,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,15,15,15,15,0,15,0,15,0,15,0,0,0,0,215950000,122810000,93141000,26951000,13018000,13932000,31486000,21286000,10201000,19528000,10119000,9409000,1943900,460450,1483500,0,0,0,79930000,54811000,25118000,0,0,0,27407000,12650000,14757000,0,0,0,28709000,10468000,18241000,0,0,0,0,0,0,0,0,0,0,0,0
P00127,P00127,3,3,3,Cytochrome b-c1 complex subunit 6,QCR6,>sp|P00127|QCR6_YEAST Cytochrome b-c1 complex subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR6 PE=1 SV=2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,36.1,36.1,36.1,17.257,147,147,1,80,6,7,7,6,2,5,6,7,5,7,4,7,6,5,1.83E-145,0.41204,0.41295,51.029,80,0.34073,0.36803,43.355,6,0.48011,0.46543,41.36,7,0.31824,0.38029,57.371,7,0.49075,0.4631,47.816,6,0.82931,0.74565,87.273,2,0.85394,0.86672,8.0866,5,0.37171,0.36381,56.387,6,0.39742,0.40378,56.989,7,0.31291,0.30095,77.145,5,0.36517,0.39916,58.528,7,0.38156,0.36811,24.932,4,0.31437,0.39148,51.114,7,0.42382,0.40209,61.296,6,0.47777,0.49008,43.488,5,36.1,36.1,36.1,36.1,9.5,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,4960200000,2602100000,2358100000,465150000,228440000,236710000,368770000,154260000,214500000,529070000,292580000,236490000,272800000,122660000,150140000,158130000,60099000,98029000,132080000,72520000,59563000,217110000,136120000,80996000,781320000,386460000,394860000,175180000,110040000,65147000,864510000,425410000,439100000,42392000,28280000,14112000,370360000,276390000,93970000,288050000,178980000,109070000,295300000,129860000,165430000
P00128,P00128,4,4,4,Cytochrome b-c1 complex subunit 7,QCR7,>sp|P00128|QCR7_YEAST Cytochrome b-c1 complex subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR7 PE=1 SV=2,1,4,4,4,4,3,3,3,2,3,3,3,4,4,4,3,4,4,4,3,3,3,2,3,3,3,4,4,4,3,4,4,4,3,3,3,2,3,3,3,4,4,4,3,4,4,50.4,50.4,50.4,14.565,127,127,1,80,10,5,4,7,2,4,5,7,5,8,6,5,6,6,1.27E-121,0.31244,0.30035,29.955,72,0.27428,0.28363,18.892,10,0.38665,0.35905,18.553,4,0.23294,0.29449,3.3619,3,0.3122,0.30892,7.9105,6,0.35335,0.29272,22.673,2,0.58692,0.6046,22.525,3,0.31171,0.30676,17.293,5,0.3112,0.28705,14.463,7,0.32686,0.27594,22.865,5,0.28621,0.28057,35.09,7,0.32028,0.28674,10.303,4,0.29328,0.32694,52.04,5,0.33713,0.3008,40.81,5,0.39196,0.38655,21.571,6,50.4,40.9,34.6,34.6,22,34.6,37.8,37.8,50.4,50.4,50.4,37.8,50.4,50.4,14623000000,10915000000,3708200000,1844500000,1380400000,464150000,243840000,172660000,71173000,110730000,86606000,24127000,137510000,93376000,44139000,276020000,190900000,85122000,70661000,42413000,28248000,1321600000,995570000,326030000,1747600000,1326600000,420940000,1927600000,1491700000,435900000,1772500000,1292700000,479790000,551880000,429050000,122830000,2445300000,1826800000,618560000,1483100000,1069800000,413280000,690120000,516190000,173930000
P00175,P00175,19,19,19,"Cytochrome b2, mitochondrial",CYB2,">sp|P00175|CYB2_YEAST Cytochrome b2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYB2 PE=1 SV=1",1,19,19,19,11,10,12,9,8,8,13,11,11,11,11,14,13,11,11,10,12,9,8,8,13,11,11,11,11,14,13,11,11,10,12,9,8,8,13,11,11,11,11,14,13,11,48.1,48.1,48.1,65.539,591,591,1,272,22,21,21,15,13,16,26,23,19,18,20,21,20,17,0,0.20108,0.19875,59.453,250,0.12915,0.1214,34.821,22,0.21224,0.18049,27.148,19,0.21307,0.25451,52.637,20,0.30178,0.29201,16.251,15,0.31937,0.29514,17.484,11,1.0747,1.0623,10.066,16,0.14162,0.13965,20.376,22,0.14245,0.13198,77.58,20,0.17523,0.17346,21.867,15,0.16117,0.14144,52.455,17,0.21308,0.19457,25.69,19,0.17734,0.2129,30.699,20,0.23567,0.21978,13.045,18,0.21275,0.19865,33.411,16,28.6,21.5,31,19.5,15.6,15.7,32.8,23.4,26.7,22.3,23.9,33.2,32.3,28.3,39089000000,32054000000,7035300000,6391800000,5630900000,760930000,2353600000,1936900000,416760000,3102500000,2542100000,560390000,1612200000,1223800000,388410000,730540000,555860000,174690000,1789000000,857710000,931290000,1401500000,1228500000,172990000,8163000000,6833300000,1329700000,966050000,837040000,129010000,6558300000,5437700000,1120600000,2727900000,2234400000,493490000,928230000,787390000,140840000,896100000,730670000,165430000,1468300000,1217500000,250780000
P00330,P00330,18,18,12,Alcohol dehydrogenase 1,ADH1,>sp|P00330|ADH1_YEAST Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH1 PE=1 SV=5,1,18,18,12,16,14,15,15,16,15,17,15,16,15,14,16,16,15,16,14,15,15,16,15,17,15,16,15,14,16,16,15,11,9,10,11,11,10,11,11,11,10,10,11,11,10,74.1,74.1,48.9,36.849,348,348,1,813,57,33,58,55,59,58,71,51,67,50,68,74,68,44,0,1.6238,1.6157,37.817,765,1.5153,1.4935,35.652,53,3.5382,2.7814,62.45,32,1.4483,1.7905,36.556,55,2.03,1.8607,24.249,49,1.9196,1.7769,33.335,54,1.6066,1.4176,21.932,54,1.6143,1.5188,35.993,66,1.3864,1.2917,25.05,47,1.682,1.6169,32.232,65,1.5405,1.4062,28.444,46,1.6297,1.526,26.724,62,1.294,1.5954,29.399,73,1.7681,1.6206,40.354,67,2.8019,2.5466,47.255,42,73.3,69,70.1,71.3,70.1,70.1,74.1,71.3,73.3,70.1,68.1,73.3,73.3,70.1,3.5481E+11,1.4236E+11,2.1244E+11,26150000000,10194000000,15956000000,11810000000,3001500000,8808900000,23492000000,10364000000,13128000000,15665000000,5271700000,10393000000,23769000000,9501700000,14268000000,39067000000,14559000000,24508000000,24622000000,11063000000,13558000000,45941000000,18406000000,27535000000,25609000000,11223000000,14386000000,27455000000,10751000000,16704000000,21324000000,8116400000,13208000000,31810000000,15700000000,16110000000,26639000000,11179000000,15459000000,11451000000,3029600000,8421700000
P00331,P00331,18,13,13,Alcohol dehydrogenase 2,ADH2,>sp|P00331|ADH2_YEAST Alcohol dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH2 PE=1 SV=3,1,18,13,13,14,13,13,13,11,5,16,13,14,15,13,14,15,15,10,9,9,10,7,1,11,10,10,11,10,10,11,11,10,9,9,10,7,1,11,10,10,11,10,10,11,11,68.4,49.1,49.1,36.731,348,348,1,257,23,18,20,17,10,1,27,21,17,20,17,26,18,22,0,0.023227,0.024003,189.19,215,0.027147,0.028926,171.22,20,0.02272,0.016087,268.41,16,0.071944,0.085447,216.86,17,0.028317,0.026125,143.18,15,0.021985,0.021231,190.31,10,NaN,NaN,NaN,1,0.017337,0.016777,172.04,21,0.023467,0.023493,208.79,15,0.023192,0.023835,182.93,16,0.023181,0.02239,206.27,15,0.043231,0.040226,156.46,16,0.014449,0.019358,160.3,17,0.017064,0.015453,184.47,16,0.020651,0.019214,169.21,20,48.9,47.7,45.1,46.8,37.9,21,54.6,46.8,57.2,50.6,46.8,52.6,53.7,60.9,69862000000,68499000000,1362000000,9003000000,8799100000,203840000,10500000000,10279000000,221130000,5375800000,5177700000,198110000,2222600000,2166400000,56169000,1821100000,1790400000,30672000,37505000,20578000,16926000,2458300000,2428500000,29793000,15607000000,15379000000,228070000,1366400000,1334500000,31902000,7826500000,7663700000,162820000,3939200000,3870500000,68651000,2312800000,2282200000,30591000,1901700000,1878100000,23521000,5488700000,5428800000,59843000
P00358,P00358,18,3,2,Glyceraldehyde-3-phosphate dehydrogenase 2,TDH2,>sp|P00358|G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH2 PE=1 SV=3,1,18,3,2,14,13,14,15,15,14,16,14,14,14,14,15,16,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62.3,16.3,9,35.846,332,332,1,222,17,14,16,20,14,23,9,18,13,14,24,16,14,10,0,0.7159,0.67751,36.272,180,0.73619,0.708,12.572,15,2.0567,1.7851,25.319,13,0.54524,0.62114,14.986,13,0.73921,0.64706,14.389,14,0.61511,0.51515,18.745,11,0.65943,0.58177,17.224,19,0.90994,0.80382,14.002,8,0.89747,0.75598,16.069,14,0.87885,0.79037,18.725,8,0.82794,0.62172,20.513,13,0.68595,0.63187,21.032,19,0.60072,0.68582,20.705,13,0.68083,0.64349,15.766,12,1.6936,1.4344,28.447,8,58.4,53.9,54.2,55.4,55.7,54.2,59.3,58.4,58.4,54.2,54.2,59.3,59.3,58.4,1.3309E+11,76006000000,57084000000,13153000000,7297800000,5855600000,7983500000,2468600000,5515000000,9515900000,6245700000,3270200000,6778600000,4028200000,2750500000,5188600000,3227400000,1961200000,20916000000,12613000000,8302900000,5450600000,3008000000,2442500000,13659000000,7236500000,6423000000,3982500000,2271000000,1711500000,13695000000,7644200000,6051300000,11535000000,6973300000,4561900000,11105000000,7612300000,3493100000,7075400000,4309000000,2766400000,3049000000,1070400000,1978600000
P00359,P00359,21,21,6,Glyceraldehyde-3-phosphate dehydrogenase 3,TDH3,>sp|P00359|G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH3 PE=1 SV=3,1,21,21,6,16,15,16,18,17,16,19,16,16,17,17,17,19,17,16,15,16,18,17,16,19,16,16,17,17,17,19,17,5,5,5,6,5,5,6,5,5,6,6,5,6,6,75.3,75.3,29.2,35.746,332,332,1,1743,108,78,108,106,141,125,154,112,116,122,134,162,178,99,0,0.92601,0.90055,33.229,1579,0.90572,0.92005,29.975,98,1.2031,0.99959,25.299,75,0.71075,0.89259,32.555,98,0.97885,0.92461,36.798,97,0.90745,0.84135,19.083,132,0.74237,0.72994,22.969,111,0.98095,0.9223,26.533,137,0.97007,0.95782,71.655,101,1.1314,1.0463,29.225,96,1.0095,0.91359,34.526,111,0.95391,0.87548,28.835,121,0.7514,0.90148,23.553,143,0.95352,0.87222,23.417,168,1.0404,0.91122,32.989,91,71.4,66.9,67.2,68.4,68.7,67.2,72.3,71.4,71.4,67.2,67.2,72.3,72.3,71.4,1.5845E+12,7.8261E+11,8.019E+11,1.1135E+11,51804000000,59546000000,61709000000,25993000000,35715000000,86728000000,48117000000,38611000000,95033000000,42305000000,52727000000,93218000000,47871000000,45348000000,89834000000,50943000000,38892000000,1.0806E+11,49432000000,58627000000,1.3895E+11,72203000000,66744000000,98999000000,44724000000,54275000000,1.7372E+11,79427000000,94294000000,83878000000,42792000000,41086000000,1.5579E+11,86403000000,69389000000,1.7784E+11,89463000000,88381000000,1.094E+11,51132000000,58268000000
P00360,P00360,16,9,9,Glyceraldehyde-3-phosphate dehydrogenase 1,TDH1,>sp|P00360|G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH1 PE=1 SV=3,1,16,9,9,13,12,12,13,13,12,14,13,13,12,12,12,15,12,8,8,8,8,8,8,8,8,8,8,8,7,9,7,8,8,8,8,8,8,8,8,8,8,8,7,9,7,69,40.4,40.4,35.75,332,332,1,210,19,15,18,13,13,27,11,17,10,19,15,10,12,11,0,0.76446,0.73281,37.008,187,0.58552,0.61951,24.227,17,0.88134,0.76956,25.904,13,0.63664,0.76863,14.115,17,0.84777,0.80838,12.731,11,0.78104,0.7352,25.174,12,0.34801,0.31091,19.535,20,0.70824,0.62301,15.055,11,0.82867,0.84027,23.958,16,1.1734,1.1012,13.911,10,0.89471,0.84075,37.148,17,0.76835,0.7041,21.502,12,0.72607,0.90143,15.866,10,0.86377,0.78131,24.115,12,0.78464,0.70385,20.119,9,57.2,52.1,52.1,53.3,52.1,52.1,57.2,57.2,57.2,52.1,52.1,56.9,67.8,56.9,55945000000,34111000000,21834000000,5776000000,3708000000,2068100000,3253400000,1764400000,1489000000,4879100000,2984300000,1894800000,2902300000,1574000000,1328300000,1490000000,830020000,659980000,12416000000,9203100000,3212900000,1767600000,1056900000,710720000,7642600000,4225800000,3416700000,1246200000,606480000,639700000,4973600000,2566200000,2407400000,3931700000,2299400000,1632200000,1766000000,1068400000,697540000,1658400000,929380000,729020000,2242100000,1294800000,947310000
P00401,P00401,1,1,1,Cytochrome c oxidase subunit 1,COX1,>sp|P00401|COX1_YEAST Cytochrome c oxidase subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX1 PE=1 SV=2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,3.2,3.2,58.797,534,534,1,32,2,2,2,3,2,1,3,3,2,2,2,2,2,4,1.21E-224,0.18751,0.17065,24.51,28,0.23316,0.21499,5.5212,2,0.21544,0.15809,15.072,2,0.13781,0.16182,1.1116,2,0.18057,0.16399,4.3702,2,0.18669,0.17028,10.55,2,NaN,NaN,NaN,1,0.19618,0.19635,15.482,2,0.21735,0.20215,15.625,3,0.14284,0.14837,12.203,2,0.18441,0.1654,0.86113,2,0.18806,0.16381,6.6374,2,0.11329,0.14158,33.498,2,0.1537,0.14557,21.627,2,0.21,0.18833,7.7916,2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,5610300000,4671400000,938880000,716000000,582900000,133100000,352020000,280440000,71581000,676390000,589230000,87166000,476580000,406090000,70484000,214550000,180670000,33883000,148150000,102360000,45781000,129560000,102870000,26687000,746200000,615110000,131090000,162640000,137850000,24789000,721950000,608040000,113910000,552030000,461690000,90343000,267560000,237390000,30177000,150060000,125020000,25038000,296640000,241780000,54858000
